行政區,機構名稱,地址,電話,開放時間,位置指引,基本設備,友善設備或服務,優良哺集乳室認證效期,輪椅使用,貼心小提醒
南港區,臺北市政府警察局南港分局,臺北市南港區向陽路150號,02-27837921,每日24小時開放,本分局1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,進入本分局後，至1樓玉成派出所值班臺說明來意，進行體溫量測及酒精消毒等防疫作為，並登記出入分局人員實名制登記簿後，即可自行前往哺集乳室，本分局哺集乳室平日皆無上鎖；哺集乳室資訊依各場所實際公告內容為主
南港區,中央研究院,臺北市南港區研究院路2段128號,02-27899437,週一至週日09:00~20:00,綜合體育館1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;製冰機,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
南港區,中央研究院,臺北市研究院路2段128號,02-26525256轉5255,週一至週日08:30~17:30,人文社會科學館南棟3樓醫務室旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北市南港運動中心,臺北市南港區玉成街69號,02-26532279轉223,週一至週日06:00~22:00,2樓 ,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,請至2樓健身房櫃台登記，借用鑰匙後自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,交通部臺灣鐵路管理局臺北運務段南港站,臺北市南港區南港路1段313號,02-23815226轉8378,週一至週日06:00~22:00,地下2樓候車大廳萊爾富超商後方,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,請洽剪票口登記使用；哺集乳室資訊依各場所實際公告內容為主
南港區,交通部臺灣鐵路管理局臺北運務段南港站,臺北市南港區南港路1段313號,02-27838645,週一至週日06:00~22:00,地下2樓高鐵側7-11超商後方,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,無,請洽剪票口登記使用；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北巿立聯合醫院附設南港門診部,臺北市南港區南港路1段360號,02-27868756,週一至週五08:00~17:00,1樓門診診間左側,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北市立聯合醫院忠孝院區,臺北市南港區同德路87號,02-27861288轉1833,週一至週五09:00~17:00；週六09:00~12:00,醫療大樓2樓兒科門診區,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;置物空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,電洽兒科診間護理人員，並登記；哺集乳室資訊依各場所實際公告內容為主
南港區,南港軟體工業園區管理委員會,臺北市南港區三重路19之10號,02-26553093轉117,週一至週五08:30~17:30,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北大眾捷運股份有限公司南港展覽館站,臺北市南港區研究院路1段1號,02-21812345,週一至週日06:00~24:00,大廳層（地下2樓5號出口付費區大廳）,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,無,至詢問處登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北大眾捷運股份有限公司南港站,臺北市南港區忠孝東路7段380號,02-21812345,週一至週日06:00~24:00,地下1樓付費區大廳女廁旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;消毒器具;置物空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北市南港區公所,臺北市南港區南港路1段360號2樓,02-27831343轉618,週一至週五08:00~17:00,臺北市南港區行政中心大樓2樓服務台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北市立圖書館舊莊分館,臺北市南港區舊莊街1段91巷11號3樓,02-27837212,週日、週一09:00~17:00；週二至週六08:30~21:00,3樓電梯旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
南港區,南港國際展覽中心,臺北市南港區經貿二路1號,02-27255200轉5513,週一至週日09:00~17:30,1館1樓西側,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,112年8月,以室內設備為主,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北市南港區戶政事務所,臺北市南港區南港路1段360號4樓,02-27825196轉121,週一至週五08:30~20:00,南港區行政中心4樓電梯旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,無,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北市政府環境保護局山豬窟游泳池,臺北市南港區舊莊街1段290巷32號,02-26511418轉126、02-26511434轉111,週二至週日08:30~21:00,2樓閱覽室,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北市政府原住民族事務委員會北原會館,臺北市南港區向陽路49號4樓,02-27828740,週一至週五09:00~21:00；週六、週日09:00~17:00,4樓女廁斜對面,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,可提供輪椅媽媽使用,至服務台告知需求，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北市立圖書館龍華民眾閱覽室,臺北市南港區東新街63巷8號,02-27851740,週一至週五08:30~17:00,1樓兒童閱覽室旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
南港區,衛生福利部,臺北市南港區忠孝東路6段488號,02-85907845,週一至週五08:30~17:30,本部大樓3樓西側,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱,112年8月,可提供輪椅媽媽使用,至本部人事處登記後及借用鑰匙，自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,潤泰旭展股份有限公司CITY LINK南港店,臺北市南港區忠孝東路7段369號,02-26529116,"週一至週五11:00~21:30；週六、週日11:00~22:00
",B棟3樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,潤泰旭展股份有限公司CITY LINK南港店,臺北市南港區忠孝東路7段369號,02-26529116,"週一至週五11:00~21:30；週六、週日11:00~22:00
",C棟5樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,潤泰旭展股份有限公司CITY LINK南港店,臺北市南港區忠孝東路7段369號,02-26529116,"週一至週五11:00~21:30；週六、週日11:00~22:00
",C棟7樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,潤泰旭展股份有限公司CITY LINK南港店,臺北市南港區忠孝東路7段369號,02-26529116,"週一至週五11:00~21:30；週六、週日11:00~22:00
",C棟9樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,潤泰旭展股份有限公司CITY LINK南港店,臺北市南港區忠孝東路7段369號,02-26529116,"週一至週五11:00~21:30；週六、週日11:00~22:00
",C棟3樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,潤泰旭展股份有限公司CITY LINK南港店,臺北市南港區忠孝東路7段369號,02-26529116,"週一至週五11:00~21:30；週六、週日11:00~22:00
",A棟2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,潤泰旭展股份有限公司CITY LINK南港店,臺北市南港區忠孝東路7段369號,02-26529116,"週一至週五11:00~21:30；週六、週日11:00~22:00
",A棟2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,中國信託金融園區,臺北市南港區經貿二路186之1號,02-33277777轉5199、2349,週一至週五09:00~18:00,C棟2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,台灣高速鐵路股份有限公司南港站,臺北市南港區南港路1段313號,02-66161000轉22037,週一至週日06:00~24:00,地下2樓C側,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,Global Mall南港車站,臺北市南港區忠孝東路7段371號地下1樓,02-27893289轉7010、7011,週一至週日11:00~21:30,B1樓夾層,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,Global Mall南港車站,臺北市南港區忠孝東路7段371號地下1樓,02-27893289轉7010、7011,週一至週日11:00~21:30,B1A樓夾層,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
南港區,台北六福萬怡酒店,臺北市南港區忠孝東路7段359號,02-66156565轉2150,週一至週日07:00~21:00,7樓敘日全日餐廳旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間 ;母乳哺育宣導資訊;進行滿意度調查,112年8月,無,請洽大廳櫃台服務人員；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北市立圖書館南港分館,臺北市南港區南港路1段350號,02-27825232,週日、週一09:00~17:00；週二至週六08:30~21:00,1樓樓梯口旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;置物空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
南港區,臺北流行音樂中心,臺北市南港區市民大道99號,02-27886620轉8315,每日24小時開放,北基地1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室；哺集乳室資訊依各場所實際公告內容為主
內湖區,臺北市內湖區健康服務中心,臺北市內湖區民權東路6段99號2樓之1,02-27911162轉7036,週一至週五08:30~17:30,內湖行政大樓1樓聯合醫院忠孝門診部內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台告知後自行前往哺集乳室並登記；哺集乳室資訊依各場所實際公告內容為主
內湖區,三軍總醫院附設民眾診療服務處（內湖院區）,臺北市內湖區成功路2段325號,02-87923311轉88087,週一至週五09:00~22:00；週六09:00~12:00,1樓兒科門診候診區,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
內湖區,三軍總醫院附設民眾診療服務處（內湖院區）,臺北市內湖區成功路2段325號,02-87923311轉88087,週一至週五09:00~22:00；週六09:00~12:00,5樓婦產科門診候診區,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
內湖區,康寧醫療財團法人康寧醫院,臺北市內湖區成功路5段420巷26號,02-26345500轉2066,週一至週五08:00~21:30；週六、週日08:00~12:00,2樓婦產科門診旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;　music,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
內湖區,中國醫藥大學附設醫院臺北分院,臺北市內湖區內湖路2段360號,02-27919696轉1613,週一至週五08:00~21:00；週六08:30~17:00,地下1樓候診區旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;嬰兒車停放空間;母乳哺育宣導資訊;滿意度調查,無,可提供輪椅媽媽使用,自行前往哺集乳室並登記；哺集乳室資訊依各場所實際公告內容為主
內湖區,臺北市環保局內湖垃圾焚化廠,臺北市內湖區安康路290號,02-27961833轉352,週二至週日05:30~21:30,能源利用中心2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;消毒器具;置物空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
內湖區,大潤發流通事業股份有限公司南湖分公司,臺北市內湖區舊宗路1段188號,02-27905050,週一至週日07:30~23:00,3樓服務台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
內湖區,臺北市政府消防局防災科學教育館,臺北市內湖區成功路2段376號,02-27297668轉8312,週二至週日09:00~12:00；14:00~17:00,本館2樓 （風雨體驗室旁）,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
內湖區,臺灣士林地方法院（內湖民事大樓）,臺北市內湖區民權東路6段91號,02-27911521轉2756,週一至週五08:00~17:30,3樓當事人休息室內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,嬰兒床;母乳專用冰箱;母乳哺育宣導資訊;設置意見回饋箱;設置滿意度調查表,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記借用；哺集乳室資訊依各場所實際公告內容為主
內湖區,臺北市政府警察局內湖分局,臺北市內湖區民權東路6段101號,02-27909716,每日24小時開放,內湖分局1樓大廳左側（收發室旁）,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;消毒器具;置物空間;母乳哺育宣導資訊;設置意見回饋箱,112年8月,無,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
內湖區,臺北市政府警察局內湖分局文德派出所,臺北市內湖區民權東路6段26號,02-27944946,週一至週日07:30~21:30,2樓電梯旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;消毒器具;置物空間;母乳哺育宣導資訊;設置意見回饋箱,無,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
內湖區,臺北市立圖書館內湖分館,臺北市內湖區民權東路6段99號6樓,02-27918772,週日、週一09:00~17:00；週二至週六08:30~21:00,內湖行政大樓6樓自修室旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
內湖區,臺北市立圖書館東湖分館,臺北市內湖區五分街6號,02-26323378,週日、週一09:00~17:00；週二至週六08:30~21:00,東湖分館大樓1樓飲水機旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;飲水服務在1樓大廳，有意見調查表 （回饋箱置於1樓大廳）,無,無,上鎖管理，至服務臺借用鑰匙及使用登記；哺集乳室資訊依各場所實際公告內容為主
內湖區,臺北市立圖書館西湖分館,臺北市內湖區內湖路1段594號,02-27973183,週日、週一09:00~17:00；週二至週六08:30~21:00,1樓服務台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
內湖區,臺北市內湖運動中心,臺北市內湖區洲子街12號,02-26562869轉223,週一至週日06:00~22:00,1樓櫃台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,至服務台登記，借用鑰匙後自行前往；哺集乳室資訊依各場所實際公告內容為主
內湖區,哈拉影城有限公司,臺北市內湖區康寧路3段72號3樓,02-26322693轉377,週一至週日10:30~22:00,3樓心覺學苑旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;置物空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主主
內湖區,中欣實業股份有限公司-特力屋內湖店,臺北市內湖區新湖三路23號,02-87915197、02-87915168轉5177,週一至週日10:00~22:00,2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主主
內湖區,臺北市政府社會局-內湖老人服務中心,臺北市內湖區康樂街110巷16弄20號,02-26325560轉13,週一至週五08:30~17:30,5樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主主
內湖區,台北花卉產銷股份有限公司,臺北市內湖區新湖三路28號,02-27909729轉802,週一至週六04:00~12:00,A館2樓資材區旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;置物空間;母乳哺育宣導資訊,無,無,有上鎖，至2樓辦公室登記使用；哺集乳室資訊依各場所實際公告內容為主
內湖區,台北花卉產銷股份有限公司,臺北市內湖區新湖三路36號,02-27909729轉802,週一至週六04:00~12:00,1樓收費停車場旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主主
